54.36.148.221 - - [07/Apr/2019:00:04:39 +0200] "GET /var/m_0/0d/0dd/12455/7230907-G5_Matchracing_04.jpg HTTP/1.1" 301 617
188.165.208.29 - - [07/Apr/2019:01:08:13 +0200] "GET /segelkurs-jollesmartkat.shtml HTTP/1.1" 301 617
188.165.208.29 - - [07/Apr/2019:01:08:15 +0200] "GET /segelkurs-jollesmartkat.shtml HTTP/1.1" 200 20563
188.165.208.29 - - [07/Apr/2019:01:08:17 +0200] "GET /smartkat-crashkurs.shtml HTTP/1.1" 301 617
188.165.208.29 - - [07/Apr/2019:01:08:19 +0200] "GET /smartkat-crashkurs.shtml HTTP/1.1" 200 18661
188.165.208.29 - - [07/Apr/2019:01:08:21 +0200] "GET /segel-grundkurs.shtml HTTP/1.1" 301 617
188.165.208.29 - - [07/Apr/2019:01:08:23 +0200] "GET /segel-grundkurs.shtml HTTP/1.1" 200 20375
188.165.208.29 - - [07/Apr/2019:01:08:25 +0200] "GET /pruefungskurs.shtml HTTP/1.1" 301 617
188.165.208.29 - - [07/Apr/2019:01:08:27 +0200] "GET /pruefungskurs.shtml HTTP/1.1" 200 22161
188.165.208.29 - - [07/Apr/2019:01:08:29 +0200] "GET /davosersee.shtml HTTP/1.1" 200 20286
188.165.208.29 - - [07/Apr/2019:01:08:31 +0200] "GET /event-gruppesmartkat.shtml HTTP/1.1" 200 21704
188.165.208.29 - - [07/Apr/2019:01:08:33 +0200] "GET /event-matchracing.shtml HTTP/1.1" 200 21539
188.165.208.29 - - [07/Apr/2019:01:08:35 +0200] "GET /event-pedalo.shtml HTTP/1.1" 200 20693
188.165.208.29 - - [07/Apr/2019:01:08:36 +0200] "GET /flotte.shtml HTTP/1.1" 200 29838
188.165.208.29 - - [07/Apr/2019:01:08:39 +0200] "GET /smartkat-trophy-2015-copy.shtml HTTP/1.1" 200 24482
188.165.208.29 - - [07/Apr/2019:01:08:40 +0200] "GET /swiss-sailing-leaque-copy.shtml HTTP/1.1" 200 25299
188.165.208.29 - - [07/Apr/2019:01:08:42 +0200] "GET /galerie-sktrophy-2015.shtml HTTP/1.1" 200 49708
188.165.208.29 - - [07/Apr/2019:01:08:44 +0200] "GET /galerie-matchracing.shtml HTTP/1.1" 200 21992
188.165.208.29 - - [07/Apr/2019:01:08:48 +0200] "GET /galerie-gruppesmartkat.shtml HTTP/1.1" 200 20862
188.165.208.29 - - [07/Apr/2019:01:08:50 +0200] "GET /galerie-sktrophy-2014.shtml HTTP/1.1" 200 30361
188.165.208.29 - - [07/Apr/2019:01:08:51 +0200] "GET /optikurse-2014.shtml HTTP/1.1" 200 26641
188.165.208.29 - - [07/Apr/2019:01:08:55 +0200] "GET /kursanmeldung.shtml HTTP/1.1" 200 47299
188.165.208.29 - - [07/Apr/2019:01:08:55 +0200] "GET /standort.shtml HTTP/1.1" 200 20188
188.165.208.29 - - [07/Apr/2019:01:08:59 +0200] "GET /aktuelles-wetter.shtml HTTP/1.1" 200 19268
188.165.208.29 - - [07/Apr/2019:01:09:01 +0200] "GET /event-gruppesmartkat.shtml HTTP/1.1" 301 617
188.165.208.29 - - [07/Apr/2019:01:09:03 +0200] "GET /event-matchracing.shtml HTTP/1.1" 301 617
188.165.208.29 - - [07/Apr/2019:01:09:05 +0200] "GET /event-pedalo.shtml HTTP/1.1" 301 617
188.165.208.29 - - [07/Apr/2019:01:09:07 +0200] "GET /davosersee.shtml HTTP/1.1" 301 617
188.165.208.29 - - [07/Apr/2019:01:09:08 +0200] "GET /flotte.shtml HTTP/1.1" 301 617
188.165.208.29 - - [07/Apr/2019:01:09:10 +0200] "GET /%C3%BCber-uns.shtml HTTP/1.1" 200 22849
188.165.208.29 - - [07/Apr/2019:01:09:12 +0200] "GET /%C3%BCber-uns.shtml HTTP/1.1" 301 617
188.165.208.29 - - [07/Apr/2019:01:09:15 +0200] "GET /%c3%bcber-uns.shtml HTTP/1.1" 200 22849
66.249.75.146 - - [07/Apr/2019:01:12:26 +0200] "GET /css/widgets/concat_widget.min.css?v=7.0.1.44028 HTTP/1.1" 200 22266
216.244.66.248 - - [07/Apr/2019:01:17:07 +0200] "GET /var/m_0/0d/0dd/12455/143524-G2_Optikurs2014_18.JPG HTTP/1.1" 200 73497
216.244.66.248 - - [07/Apr/2019:01:19:48 +0200] "GET /var/m_0/0d/0dd/12455/9114341-G3_SKT2018_14.jpg HTTP/1.1" 200 132760
207.46.13.101 - - [07/Apr/2019:01:30:44 +0200] "GET /galerie-matchracing HTTP/1.1" 301 617
216.244.66.248 - - [07/Apr/2019:01:31:00 +0200] "GET /robots.txt HTTP/1.1" 301 617
216.244.66.248 - - [07/Apr/2019:01:31:00 +0200] "GET /robots.txt HTTP/1.1" 301 617
216.244.66.248 - - [07/Apr/2019:01:31:01 +0200] "GET /robots.txt HTTP/1.1" 200 120
216.244.66.248 - - [07/Apr/2019:01:31:01 +0200] "GET /robots.txt HTTP/1.1" 200 120
13.66.139.1 - - [07/Apr/2019:01:35:19 +0200] "GET /robots.txt HTTP/1.1" 200 120
13.66.139.1 - - [07/Apr/2019:01:35:19 +0200] "GET /robots.txt HTTP/1.1" 200 120
13.66.139.0 - - [07/Apr/2019:01:35:23 +0200] "GET /index.php HTTP/1.1" 302 0
54.36.150.47 - - [07/Apr/2019:02:03:21 +0200] "GET /robots.txt HTTP/1.1" 301 617
54.36.150.47 - - [07/Apr/2019:02:03:21 +0200] "GET /robots.txt HTTP/1.1" 200 120
54.36.150.161 - - [07/Apr/2019:02:03:22 +0200] "GET / HTTP/1.1" 301 617
216.244.66.248 - - [07/Apr/2019:02:18:44 +0200] "GET /robots.txt HTTP/1.1" 301 617
216.244.66.248 - - [07/Apr/2019:02:18:44 +0200] "GET /robots.txt HTTP/1.1" 301 617
216.244.66.248 - - [07/Apr/2019:02:18:46 +0200] "GET /robots.txt HTTP/1.1" 200 120
216.244.66.248 - - [07/Apr/2019:02:18:46 +0200] "GET /robots.txt HTTP/1.1" 200 120
207.46.13.101 - - [07/Apr/2019:02:35:30 +0200] "GET /event-gruppesmartkat HTTP/1.1" 301 617
157.55.39.22 - - [07/Apr/2019:02:42:23 +0200] "GET /robots.txt HTTP/1.1" 200 120
157.55.39.22 - - [07/Apr/2019:02:42:24 +0200] "GET /robots.txt HTTP/1.1" 200 120
207.46.13.229 - - [07/Apr/2019:02:42:26 +0200] "GET / HTTP/1.1" 200 7872
207.46.13.101 - - [07/Apr/2019:02:52:22 +0200] "GET / HTTP/1.1" 301 617
178.137.17.250 - - [07/Apr/2019:02:53:29 +0200] "GET / HTTP/1.1" 301 617
178.137.17.250 - - [07/Apr/2019:02:53:29 +0200] "GET / HTTP/1.1" 301 617
178.137.17.250 - - [07/Apr/2019:02:53:29 +0200] "GET / HTTP/1.1" 301 617
180.76.15.25 - - [07/Apr/2019:02:59:54 +0200] "GET /kinder-segelkurs.shtml HTTP/1.1" 301 617
