77.75.79.101 - - [30/Apr/2018:22:05:09 +0200] "GET /vermietung.shtml HTTP/1.1" 200 5114
149.56.43.111 - - [30/Apr/2018:22:20:44 +0200] "GET /pruefungskurs.shtml HTTP/1.1" 200 23233
149.56.43.111 - - [30/Apr/2018:22:20:44 +0200] "GET /optikurse-2014.shtml HTTP/1.1" 200 26367
149.56.43.111 - - [30/Apr/2018:22:20:45 +0200] "GET /segelkurs-jollesmartkat.shtml HTTP/1.1" 200 19332
149.56.43.111 - - [30/Apr/2018:22:20:47 +0200] "GET /smartkat-crashkurs.shtml HTTP/1.1" 200 17819
149.56.43.111 - - [30/Apr/2018:22:20:47 +0200] "GET /standort.shtml HTTP/1.1" 200 17725
149.56.43.111 - - [30/Apr/2018:22:20:48 +0200] "GET /js/functions_stripped.js?v=6.9.42201 HTTP/1.1" 200 7672
149.56.43.111 - - [30/Apr/2018:22:20:48 +0200] "GET /vermietung.shtml HTTP/1.1" 200 25631
149.56.43.111 - - [30/Apr/2018:22:20:48 +0200] "GET /Perspectiva.html? HTTP/1.1" 200 18235
149.56.43.111 - - [30/Apr/2018:22:20:50 +0200] "GET /js/jquery.lazyload.min.js?v=6.9.42201 HTTP/1.1" 200 3342
149.56.43.111 - - [30/Apr/2018:22:20:50 +0200] "GET /davosersee HTTP/1.1" 200 19443
149.56.43.111 - - [30/Apr/2018:22:20:51 +0200] "GET /event-gruppesmartkat HTTP/1.1" 200 21414
149.56.43.111 - - [30/Apr/2018:22:20:51 +0200] "GET /flotte HTTP/1.1" 200 29296
149.56.43.111 - - [30/Apr/2018:22:20:53 +0200] "GET /kurse HTTP/1.1" 200 31059
149.56.43.111 - - [30/Apr/2018:22:20:53 +0200] "GET /standort HTTP/1.1" 200 17725
149.56.43.111 - - [30/Apr/2018:22:20:54 +0200] "GET /js/).html(a);null==$( HTTP/1.1" 200 219
149.56.43.111 - - [30/Apr/2018:22:20:55 +0200] "GET /js/index.php?sid=46&lang=en&item=1&act=users&ajax=state HTTP/1.1" 200 210
149.56.43.111 - - [30/Apr/2018:22:20:57 +0200] "GET /js/efu/w.gallery.min.js?v=6.9.42201 HTTP/1.1" 200 233
149.56.43.111 - - [30/Apr/2018:22:20:57 +0200] "GET /js/efu/main.min.js?v=6.9.42201 HTTP/1.1" 200 4962
149.56.43.111 - - [30/Apr/2018:22:20:57 +0200] "GET /js/footer/get_deps.min.js?v=6.9.42201 HTTP/1.1" 200 149
149.56.43.111 - - [30/Apr/2018:22:20:57 +0200] "GET /js/fancybox2/jquery.fancybox.min.js?v=6.9.42201 HTTP/1.1" 200 17187
149.56.43.111 - - [30/Apr/2018:22:20:57 +0200] "GET /js/footer/build_social_entries.min.js?v=6.9.42201 HTTP/1.1" 200 766
149.56.43.111 - - [30/Apr/2018:22:20:58 +0200] "GET /js/galleryLightbox/gallery-paging.min.js?v=6.9.42201 HTTP/1.1" 200 2904
149.56.43.111 - - [30/Apr/2018:22:20:58 +0200] "GET /js/jquery/jquery.form.min.js?v=6.9.42201 HTTP/1.1" 200 14504
149.56.43.111 - - [30/Apr/2018:22:20:58 +0200] "GET /js/jquery/jquery.validate.min.js?v=6.9.42201 HTTP/1.1" 200 22283
149.56.43.111 - - [30/Apr/2018:22:20:58 +0200] "GET /js/efu/w.formmanager.min.js?v=6.9.42201 HTTP/1.1" 200 6167
149.56.43.111 - - [30/Apr/2018:22:20:58 +0200] "GET /js/wpservice/controller.php HTTP/1.1" 200 225
35.226.23.240 - - [30/Apr/2018:22:21:10 +0200] "GET /robots.txt HTTP/1.1" 200 80
178.197.234.120 - - [30/Apr/2018:22:22:45 +0200] "GET /pruefungskurs HTTP/1.1" 200 5916
178.197.234.120 - - [30/Apr/2018:22:22:46 +0200] "GET /js/footer/build_social_entries.min.js?v=6.9.42201 HTTP/1.1" 200 278
178.197.234.120 - - [30/Apr/2018:22:22:46 +0200] "GET /var/m_0/0d/0dd/12455/143352-Header_Segelschule_2.jpg HTTP/1.1" 200 107532
178.197.234.120 - - [30/Apr/2018:22:22:46 +0200] "GET /templates/creator/m_f/fa/fa7/164/css/style.min.css?v=1519138530 HTTP/1.1" 200 847
178.197.234.120 - - [30/Apr/2018:22:22:46 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/tab_b_bottom.png HTTP/1.1" 200 962
178.197.234.120 - - [30/Apr/2018:22:22:46 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/respond.min.js?v=1519138530 HTTP/1.1" 200 2085
178.197.234.120 - - [30/Apr/2018:22:22:46 +0200] "GET /js/functions_stripped.js?v=6.9.42201 HTTP/1.1" 200 3186
178.197.234.120 - - [30/Apr/2018:22:22:46 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/tab_m_bottom.png HTTP/1.1" 200 1000
178.197.234.120 - - [30/Apr/2018:22:22:46 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/tab_r_bottom.png HTTP/1.1" 200 1803
178.197.234.120 - - [30/Apr/2018:22:22:46 +0200] "GET /js/footer/get_deps.min.js?v=6.9.42201 HTTP/1.1" 200 157
178.197.234.120 - - [30/Apr/2018:22:22:46 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/wp-menu.js?v=1519138530 HTTP/1.1" 200 1089
178.197.234.120 - - [30/Apr/2018:22:22:46 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/slide.js?v=1519138530 HTTP/1.1" 200 662
178.197.234.120 - - [30/Apr/2018:22:22:46 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/tab_l_bottom.png HTTP/1.1" 200 1751
178.197.234.120 - - [30/Apr/2018:22:22:46 +0200] "GET /css/widgets/concat_widget.min.css?v=6.9.42201 HTTP/1.1" 200 23051
178.197.234.120 - - [30/Apr/2018:22:22:46 +0200] "GET /templates/creator/m_f/fa/fa7/164/css/main.min.css?v=1519138530 HTTP/1.1" 200 1797
178.197.234.120 - - [30/Apr/2018:22:22:46 +0200] "GET /css/skeleton.css HTTP/1.1" 200 3511
178.197.234.120 - - [30/Apr/2018:22:22:46 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/bt_open.png HTTP/1.1" 200 2044
35.226.23.240 - - [30/Apr/2018:22:22:49 +0200] "GET /vermietung.shtml HTTP/1.1" 200 5114
216.244.66.229 - - [30/Apr/2018:22:25:42 +0200] "GET /robots.txt HTTP/1.1" 200 120
66.249.66.5 - - [30/Apr/2018:22:27:12 +0200] "GET /var/m_0/0d/0dd/12455/8883665-sp_dk.jpg HTTP/1.1" 200 48853
77.75.76.172 - - [30/Apr/2018:22:38:55 +0200] "GET /robots.txt HTTP/1.1" 200 80
77.75.76.172 - - [30/Apr/2018:22:38:59 +0200] "GET /aktuelles-wetter HTTP/1.1" 200 4592
216.244.66.229 - - [30/Apr/2018:22:50:31 +0200] "GET /robots.txt HTTP/1.1" 200 120
5.62.43.38 - - [30/Apr/2018:22:56:23 +0200] "GET / HTTP/1.1" 200 6324
5.62.43.38 - - [30/Apr/2018:22:56:24 +0200] "GET /templates/creator/m_f/fa/fa7/164/css/style.min.css?v=1519138530 HTTP/1.1" 200 847
5.62.43.38 - - [30/Apr/2018:22:56:24 +0200] "GET /js/functions_stripped.js?v=6.9.42201 HTTP/1.1" 200 3186
5.62.43.38 - - [30/Apr/2018:22:56:24 +0200] "GET /var/m_0/0d/0dd/12455/125491-11_Winterschlaf.jpg HTTP/1.1" 200 61429
5.62.43.38 - - [30/Apr/2018:22:56:24 +0200] "GET /var/m_0/0d/0dd/12455/125494-14_Vermietung.JPG HTTP/1.1" 200 95115
5.62.43.38 - - [30/Apr/2018:22:56:24 +0200] "GET /css/skeleton.css HTTP/1.1" 200 3511
5.62.43.38 - - [30/Apr/2018:22:56:24 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/respond.min.js?v=1519138530 HTTP/1.1" 200 2085
5.62.43.38 - - [30/Apr/2018:22:56:24 +0200] "GET /var/m_0/0d/0dd/12455/8254793-J70_Davos.w1024.jpg HTTP/1.1" 200 191999
5.62.43.38 - - [30/Apr/2018:22:56:24 +0200] "GET /var/m_0/0d/0dd/12455/8883668-sp_heierling.jpg HTTP/1.1" 200 21582
5.62.43.38 - - [30/Apr/2018:22:56:24 +0200] "GET /css/widgets/concat_widget.min.css?v=6.9.42201 HTTP/1.1" 200 23051
5.62.43.38 - - [30/Apr/2018:22:56:24 +0200] "GET /js/footer/get_deps.min.js?v=6.9.42201 HTTP/1.1" 200 157
5.62.43.38 - - [30/Apr/2018:22:56:24 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/slide.js?v=1519138530 HTTP/1.1" 200 662
5.62.43.38 - - [30/Apr/2018:22:56:24 +0200] "GET /var/m_0/0d/0dd/12455/7230972-19_Matchracing.jpg HTTP/1.1" 200 55347
5.62.43.38 - - [30/Apr/2018:22:56:24 +0200] "GET /templates/creator/m_f/fa/fa7/164/css/main.min.css?v=1519138530 HTTP/1.1" 200 1797
5.62.43.38 - - [30/Apr/2018:22:56:24 +0200] "GET /js/footer/build_social_entries.min.js?v=6.9.42201 HTTP/1.1" 200 278
5.62.43.38 - - [30/Apr/2018:22:56:24 +0200] "GET /js/jquery.lazyload.min.js?v=6.9.42201 HTTP/1.1" 200 1283
5.62.43.38 - - [30/Apr/2018:22:56:24 +0200] "GET /var/m_0/0d/0dd/12455/125493-13_Kurse.JPG HTTP/1.1" 200 70517
5.62.43.38 - - [30/Apr/2018:22:56:24 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/wp-menu.js?v=1519138530 HTTP/1.1" 200 1089
5.62.43.38 - - [30/Apr/2018:22:56:24 +0200] "GET /var/m_0/0d/0dd/12455/143351-Header_Segelschule.jpg HTTP/1.1" 200 107532
5.62.43.38 - - [30/Apr/2018:22:56:24 +0200] "GET /var/m_0/0d/0dd/12455/125495-15_Event.JPG HTTP/1.1" 200 59088
5.62.43.38 - - [30/Apr/2018:22:56:24 +0200] "GET /var/m_0/0d/0dd/12455/8883665-sp_dk.jpg HTTP/1.1" 200 48853
5.62.43.38 - - [30/Apr/2018:22:56:25 +0200] "GET /var/m_0/0d/0dd/12455/8883620-logo_homepage_bootspruefung24_big.png HTTP/1.1" 200 7633
5.62.43.38 - - [30/Apr/2018:22:56:25 +0200] "GET /var/m_0/0d/0dd/12455/8883686-sp_ewd.jpg HTTP/1.1" 200 53963
5.62.43.38 - - [30/Apr/2018:22:56:25 +0200] "GET /var/m_0/0d/0dd/12455/8883683-sp_lemm.jpg HTTP/1.1" 200 18873
5.62.43.38 - - [30/Apr/2018:22:56:28 +0200] "GET /templates/resellers/7/favicon.ico?v=1524995709 HTTP/1.1" 200 4286
5.62.43.38 - - [30/Apr/2018:22:56:58 +0200] "GET /flotte.shtml HTTP/1.1" 200 6291
5.62.43.38 - - [30/Apr/2018:22:56:58 +0200] "GET /var/m_0/0d/0dd/12455/143352-Header_Segelschule_2.jpg HTTP/1.1" 200 107532
5.62.43.38 - - [30/Apr/2018:22:56:58 +0200] "GET /var/m_0/0d/0dd/12455/125498-31_Sprinto.JPG HTTP/1.1" 200 60889
5.62.43.38 - - [30/Apr/2018:22:56:59 +0200] "GET /var/m_0/0d/0dd/12455/125501-34_Laser.jpg HTTP/1.1" 200 52750
5.62.43.38 - - [30/Apr/2018:22:56:59 +0200] "GET /var/m_0/0d/0dd/12455/125500-33_Opti.jpg HTTP/1.1" 200 104538
5.62.43.38 - - [30/Apr/2018:22:56:59 +0200] "GET /var/m_0/0d/0dd/12455/125499-32_Smartkat.JPG HTTP/1.1" 200 60966
5.62.43.38 - - [30/Apr/2018:22:56:59 +0200] "GET /var/m_0/0d/0dd/12455/7441141-37_Pedalo.jpg HTTP/1.1" 200 195132
5.62.43.38 - - [30/Apr/2018:22:56:59 +0200] "GET /var/m_0/0d/0dd/12455/7441200-35_Finn4.jpg HTTP/1.1" 200 211101
5.62.43.38 - - [30/Apr/2018:22:56:59 +0200] "GET /var/m_0/0d/0dd/12455/125503-36_420er.jpg HTTP/1.1" 200 61172
5.62.43.38 - - [30/Apr/2018:22:56:59 +0200] "GET /templates/resellers/7/favicon.ico?v=1524996814 HTTP/1.1" 200 4286
