40.77.167.33 - - [27/May/2019:15:00:54 +0200] "GET /event-pedalo HTTP/1.1" 301 617
85.14.245.125 - - [27/May/2019:16:25:45 +0200] "GET /var/m_0/0d/0dd/12455/8010562-7_Plauschsegeln.JPG HTTP/1.1" 200 189182
85.5.180.101 - - [27/May/2019:16:40:53 +0200] "GET / HTTP/1.1" 301 617
85.5.180.101 - - [27/May/2019:16:40:53 +0200] "GET / HTTP/1.1" 200 7863
85.5.180.101 - - [27/May/2019:16:40:53 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/wp-menu.js?v=1519138530 HTTP/1.1" 200 959
85.5.180.101 - - [27/May/2019:16:40:53 +0200] "GET /var/m_0/0d/0dd/12455/143351-Header_Segelschule.jpg HTTP/1.1" 200 107532
85.5.180.101 - - [27/May/2019:16:40:53 +0200] "GET /var/m_0/0d/0dd/12455/9114401-g6_SSL_Davos2017_16.jpg HTTP/1.1" 200 117505
85.5.180.101 - - [27/May/2019:16:40:53 +0200] "GET /js/bundles/front_bundle.min.js?v=7.0.1.44028 HTTP/1.1" 200 46092
85.5.180.101 - - [27/May/2019:16:40:53 +0200] "GET /var/m_0/0d/0dd/12455/125493-13_Kurse.JPG HTTP/1.1" 200 70517
85.5.180.101 - - [27/May/2019:16:40:53 +0200] "GET /var/m_0/0d/0dd/12455/125495-15_Event.JPG HTTP/1.1" 200 59088
85.5.180.101 - - [27/May/2019:16:40:54 +0200] "GET /var/m_0/0d/0dd/12455/8883686-sp_ewd.jpg HTTP/1.1" 200 53963
85.5.180.101 - - [27/May/2019:16:40:54 +0200] "GET /var/m_0/0d/0dd/12455/8883620-logo_homepage_bootspruefung24_big.png HTTP/1.1" 200 7633
85.5.180.101 - - [27/May/2019:16:40:54 +0200] "GET /var/m_0/0d/0dd/12455/8883665-sp_dk.jpg HTTP/1.1" 200 48853
85.5.180.101 - - [27/May/2019:16:40:54 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/bt_open.png HTTP/1.1" 200 2044
85.5.180.101 - - [27/May/2019:16:41:15 +0200] "GET /var/m_0/0d/0dd/12455/9564542-SSL2018_01.w640.jpg HTTP/1.1" 200 64084
85.5.180.101 - - [27/May/2019:16:41:31 +0200] "GET /templates/creator/m_f/fa/fa7/164/css/main.min.css?v=1519138530 HTTP/1.1" 200 1622
85.5.180.101 - - [27/May/2019:16:41:31 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/respond.min.js?v=1519138530 HTTP/1.1" 200 1902
85.5.180.101 - - [27/May/2019:16:41:31 +0200] "GET /var/m_0/0d/0dd/12455/9564461-Corsaire_Titel.JPG HTTP/1.1" 200 226174
85.5.180.101 - - [27/May/2019:16:41:31 +0200] "GET /templates/creator/m_f/fa/fa7/164/css/style.min.css?v=1519138530 HTTP/1.1" 200 733
85.5.180.101 - - [27/May/2019:16:41:31 +0200] "GET /var/m_0/0d/0dd/12455/8883668-sp_heierling.jpg HTTP/1.1" 200 21582
85.5.180.101 - - [27/May/2019:16:41:32 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/tab_b_bottom.png HTTP/1.1" 200 962
85.5.180.101 - - [27/May/2019:16:41:32 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/tab_m_bottom.png HTTP/1.1" 200 1000
85.5.180.101 - - [27/May/2019:16:41:32 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/tab_r_bottom.png HTTP/1.1" 200 1803
85.5.180.101 - - [27/May/2019:16:41:34 +0200] "GET /templates/resellers/7/favicon.ico?v=1553540217 HTTP/1.1" 200 4286
85.5.180.101 - - [27/May/2019:16:41:35 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/wp-menu.js?v=1519138530 HTTP/1.1" 200 959
85.5.180.101 - - [27/May/2019:16:41:35 +0200] "GET /css/skeleton.css HTTP/1.1" 200 3291
85.5.180.101 - - [27/May/2019:16:41:35 +0200] "GET /js/bundles/front_bundle.min.js?v=7.0.1.44028 HTTP/1.1" 200 46092
85.5.180.101 - - [27/May/2019:16:41:35 +0200] "GET /var/m_0/0d/0dd/12455/125500-33_Opti.jpg HTTP/1.1" 200 104538
85.5.180.101 - - [27/May/2019:16:41:35 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/tab_b_bottom.png HTTP/1.1" 200 962
85.5.180.101 - - [27/May/2019:16:41:35 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/tab_m_bottom.png HTTP/1.1" 200 1000
85.5.180.101 - - [27/May/2019:16:41:36 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/tab_r_bottom.png HTTP/1.1" 200 1803
85.5.180.101 - - [27/May/2019:16:41:46 +0200] "GET /css/widgets/concat_widget.min.css?v=7.0.1.44028 HTTP/1.1" 200 22266
85.5.180.101 - - [27/May/2019:16:41:46 +0200] "GET /css/skeleton.css HTTP/1.1" 200 3291
85.5.180.101 - - [27/May/2019:16:41:46 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/slide.js?v=1519138530 HTTP/1.1" 200 585
85.5.180.101 - - [27/May/2019:16:41:46 +0200] "GET /var/m_0/0d/0dd/12455/9114323-G3_SKT2018_08.jpg HTTP/1.1" 200 194476
85.5.180.101 - - [27/May/2019:16:41:46 +0200] "GET /var/m_0/0d/0dd/12455/7230972-19_Matchracing.jpg HTTP/1.1" 200 55347
85.5.180.101 - - [27/May/2019:16:41:46 +0200] "GET /var/m_0/0d/0dd/12455/125494-14_Vermietung.JPG HTTP/1.1" 200 95115
85.5.180.101 - - [27/May/2019:16:41:46 +0200] "GET /var/m_0/0d/0dd/12455/8883683-sp_lemm.jpg HTTP/1.1" 200 18873
85.5.180.101 - - [27/May/2019:16:41:46 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/tab_l_bottom.png HTTP/1.1" 200 1751
85.5.180.101 - - [27/May/2019:16:41:52 +0200] "GET /smartkat-trophy-2018-copy HTTP/1.1" 200 5026
85.5.180.101 - - [27/May/2019:16:41:53 +0200] "GET /var/m_0/0d/0dd/12455/9564545-SSL2018_02.w640.jpg HTTP/1.1" 200 50046
85.5.180.101 - - [27/May/2019:16:41:53 +0200] "GET /var/m_0/0d/0dd/12455/9564551-SSL2018_04.w640.jpg HTTP/1.1" 200 60698
85.5.180.101 - - [27/May/2019:16:41:55 +0200] "GET /var/m_0/0d/0dd/12455/9564560-SSL2018_07.w640.jpg HTTP/1.1" 200 59433
85.5.180.101 - - [27/May/2019:16:42:00 +0200] "GET /var/m_0/0d/0dd/12455/125486-2_Sportkurs.JPG HTTP/1.1" 200 69000
85.5.180.101 - - [27/May/2019:16:42:07 +0200] "GET /gfx/galleryStatic/pagination.png HTTP/1.1" 200 1557
85.5.180.101 - - [27/May/2019:16:42:07 +0200] "GET /var/m_0/0d/0dd/12455/9564548-SSL2018_03.jpg HTTP/1.1" 200 303734
85.5.180.101 - - [27/May/2019:16:42:09 +0200] "GET /var/m_0/0d/0dd/12455/9564554-SSL2018_05.w640.jpg HTTP/1.1" 200 73924
85.5.180.101 - - [27/May/2019:16:42:09 +0200] "GET /var/m_0/0d/0dd/12455/9564557-SSL2018_06.w640.jpg HTTP/1.1" 200 60657
85.5.180.101 - - [27/May/2019:16:42:13 +0200] "GET /vermietung.shtml HTTP/1.1" 200 5129
85.5.180.101 - - [27/May/2019:16:42:13 +0200] "GET /templates/creator/m_f/fa/fa7/164/css/main.min.css?v=1519138530 HTTP/1.1" 200 1622
85.5.180.101 - - [27/May/2019:16:42:13 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/respond.min.js?v=1519138530 HTTP/1.1" 200 1902
85.5.180.101 - - [27/May/2019:16:42:13 +0200] "GET /var/m_0/0d/0dd/12455/143352-Header_Segelschule_2.jpg HTTP/1.1" 200 107532
85.5.180.101 - - [27/May/2019:16:42:13 +0200] "GET /var/m_0/0d/0dd/12455/125499-32_Smartkat.JPG HTTP/1.1" 200 60966
85.5.180.101 - - [27/May/2019:16:42:13 +0200] "GET /var/m_0/0d/0dd/12455/125501-34_Laser.jpg HTTP/1.1" 200 52750
85.5.180.101 - - [27/May/2019:16:42:13 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/tab_l_bottom.png HTTP/1.1" 200 1751
85.5.180.101 - - [27/May/2019:16:42:15 +0200] "GET / HTTP/1.1" 200 6691
85.5.180.101 - - [27/May/2019:16:42:28 +0200] "GET /css/widgets/concat_widget.min.css?v=7.0.1.44028 HTTP/1.1" 200 22266
85.5.180.101 - - [27/May/2019:16:42:28 +0200] "GET /templates/creator/m_f/fa/fa7/164/css/style.min.css?v=1519138530 HTTP/1.1" 200 733
85.5.180.101 - - [27/May/2019:16:42:28 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/slide.js?v=1519138530 HTTP/1.1" 200 585
85.5.180.101 - - [27/May/2019:16:42:28 +0200] "GET /var/m_0/0d/0dd/12455/7441141-37_Pedalo.jpg HTTP/1.1" 200 195132
85.5.180.101 - - [27/May/2019:16:42:28 +0200] "GET /var/m_0/0d/0dd/12455/125498-31_Sprinto.JPG HTTP/1.1" 200 60889
85.5.180.101 - - [27/May/2019:16:42:28 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/bt_open.png HTTP/1.1" 200 2044
85.5.180.101 - - [27/May/2019:16:42:29 +0200] "GET /templates/resellers/7/favicon.ico?v=1553522433 HTTP/1.1" 304 0
85.5.180.101 - - [27/May/2019:16:42:38 +0200] "GET /var/m_0/0d/0dd/12455/8010562-7_Plauschsegeln.JPG HTTP/1.1" 200 189182
85.5.180.101 - - [27/May/2019:16:42:38 +0200] "GET /var/m_0/0d/0dd/12455/125488-4_Grundkurs.JPG HTTP/1.1" 200 77496
85.5.180.101 - - [27/May/2019:16:42:38 +0200] "GET /var/m_0/0d/0dd/12455/125503-36_420er.jpg HTTP/1.1" 200 61172
85.5.180.101 - - [27/May/2019:16:42:38 +0200] "GET /var/m_0/0d/0dd/12455/126374-6_Schnupperkurs.JPG HTTP/1.1" 200 53584
85.5.180.101 - - [27/May/2019:16:42:39 +0200] "GET /templates/resellers/7/favicon.ico?v=1553706529 HTTP/1.1" 200 4286
85.5.180.101 - - [27/May/2019:16:42:48 +0200] "GET / HTTP/1.1" 200 6691
85.5.180.101 - - [27/May/2019:16:42:53 +0200] "GET /kurse HTTP/1.1" 200 6441
85.5.180.101 - - [27/May/2019:16:42:53 +0200] "GET /var/m_0/0d/0dd/12455/143352-Header_Segelschule_2.jpg HTTP/1.1" 200 107532
85.5.180.101 - - [27/May/2019:16:42:53 +0200] "GET /var/m_0/0d/0dd/12455/125485-1_Kinderkurs.JPG HTTP/1.1" 200 64975
85.5.180.101 - - [27/May/2019:16:42:53 +0200] "GET /var/m_0/0d/0dd/12455/125487-3_SKCrashkurs.JPG HTTP/1.1" 200 80503
85.5.180.101 - - [27/May/2019:16:42:53 +0200] "GET /var/m_0/0d/0dd/12455/125489-5_Pr%C3%BCfungskurs.JPG HTTP/1.1" 200 53669
216.244.66.248 - - [27/May/2019:16:49:08 +0200] "GET /robots.txt HTTP/1.1" 301 617
216.244.66.248 - - [27/May/2019:16:49:11 +0200] "GET /robots.txt HTTP/1.1" 200 120
46.229.168.149 - - [27/May/2019:16:49:25 +0200] "GET /robots.txt HTTP/1.1" 200 120
54.36.149.87 - - [27/May/2019:16:49:38 +0200] "GET / HTTP/1.1" 200 7897
195.154.123.29 - - [27/May/2019:16:49:39 +0200] "GET /css/widgets/concat_widget.min.css?v=7.0.1.44028 HTTP/1.1" 200 31029
195.154.123.29 - - [27/May/2019:16:49:39 +0200] "GET /css/skeleton.css HTTP/1.1" 200 4100
195.154.123.29 - - [27/May/2019:16:49:39 +0200] "GET /js/bundles/front_bundle.min.js?v=7.0.1.44028 HTTP/1.1" 200 56504
40.77.167.49 - - [27/May/2019:16:49:56 +0200] "GET /flotte HTTP/1.1" 301 617
46.229.168.152 - - [27/May/2019:16:50:03 +0200] "GET /robots.txt HTTP/1.1" 301 617
46.229.168.129 - - [27/May/2019:16:50:04 +0200] "GET /smartkat-trophy-2018-copy HTTP/1.1" 301 617
46.229.168.151 - - [27/May/2019:16:50:06 +0200] "GET /smartkat-trophy-2018-copy HTTP/1.1" 200 5883
195.154.123.29 - - [27/May/2019:16:50:17 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/wp-menu.js?v=1519138530 HTTP/1.1" 200 1189
195.154.123.29 - - [27/May/2019:16:50:17 +0200] "GET /templates/creator/m_f/fa/fa7/164/css/main.min.css?v=1519138530 HTTP/1.1" 200 2066
195.154.123.29 - - [27/May/2019:16:50:17 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/slide.js?v=1519138530 HTTP/1.1" 200 710
195.154.123.29 - - [27/May/2019:16:50:32 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/respond.min.js?v=1519138530 HTTP/1.1" 200 2144
195.154.123.29 - - [27/May/2019:16:50:32 +0200] "GET /templates/creator/m_f/fa/fa7/164/css/style.min.css?v=1519138530 HTTP/1.1" 200 908
54.36.148.115 - - [27/May/2019:16:50:49 +0200] "GET /kursanmeldung.shtml HTTP/1.1" 200 12146
178.197.225.204 - - [27/May/2019:17:18:43 +0200] "GET /css/widgets/concat_widget.min.css?v=7.0.1.44028 HTTP/1.1" 200 22266
178.197.225.204 - - [27/May/2019:17:18:43 +0200] "GET /templates/creator/m_f/fa/fa7/164/css/style.min.css?v=1519138530 HTTP/1.1" 200 733
178.197.225.204 - - [27/May/2019:17:18:43 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/wp-menu.js?v=1519138530 HTTP/1.1" 200 959
178.197.225.204 - - [27/May/2019:17:18:43 +0200] "GET /var/m_0/0d/0dd/12455/143351-Header_Segelschule.jpg HTTP/1.1" 200 107532
178.197.225.204 - - [27/May/2019:17:18:43 +0200] "GET /js/bundles/front_bundle.min.js?v=7.0.1.44028 HTTP/1.1" 200 46092
178.197.225.204 - - [27/May/2019:17:18:43 +0200] "GET /var/m_0/0d/0dd/12455/9114323-G3_SKT2018_08.jpg HTTP/1.1" 200 194476
178.197.225.204 - - [27/May/2019:17:18:43 +0200] "GET /var/m_0/0d/0dd/12455/125494-14_Vermietung.JPG HTTP/1.1" 200 95115
178.197.225.204 - - [27/May/2019:17:18:44 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/tab_m_bottom.png HTTP/1.1" 200 1000
178.197.225.204 - - [27/May/2019:17:18:44 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/tab_l_bottom.png HTTP/1.1" 200 1751
178.197.225.204 - - [27/May/2019:17:18:44 +0200] "GET /var/m_0/0d/0dd/12455/8883665-sp_dk.jpg HTTP/1.1" 200 48853
178.197.225.204 - - [27/May/2019:17:18:44 +0200] "GET /var/m_0/0d/0dd/12455/8883683-sp_lemm.jpg HTTP/1.1" 200 18873
178.197.225.204 - - [27/May/2019:17:19:16 +0200] "GET /kurse HTTP/1.1" 200 6443
178.197.225.204 - - [27/May/2019:17:19:17 +0200] "GET /var/m_0/0d/0dd/12455/143352-Header_Segelschule_2.jpg HTTP/1.1" 200 107532
178.197.225.204 - - [27/May/2019:17:19:17 +0200] "GET /var/m_0/0d/0dd/12455/125485-1_Kinderkurs.JPG HTTP/1.1" 200 64975
178.197.225.204 - - [27/May/2019:17:19:17 +0200] "GET /var/m_0/0d/0dd/12455/125488-4_Grundkurs.JPG HTTP/1.1" 200 77496
178.197.225.204 - - [27/May/2019:17:19:20 +0200] "GET / HTTP/1.1" 200 6691
178.197.225.204 - - [27/May/2019:17:19:20 +0200] "GET /templates/creator/m_f/fa/fa7/164/css/main.min.css?v=1519138530 HTTP/1.1" 200 1622
178.197.225.204 - - [27/May/2019:17:19:21 +0200] "GET /css/skeleton.css HTTP/1.1" 200 3291
178.197.225.204 - - [27/May/2019:17:19:21 +0200] "GET /var/m_0/0d/0dd/12455/9564461-Corsaire_Titel.JPG HTTP/1.1" 200 226174
178.197.225.204 - - [27/May/2019:17:19:21 +0200] "GET /var/m_0/0d/0dd/12455/7230972-19_Matchracing.jpg HTTP/1.1" 200 55347
178.197.225.204 - - [27/May/2019:17:19:21 +0200] "GET /var/m_0/0d/0dd/12455/125495-15_Event.JPG HTTP/1.1" 200 59088
178.197.225.204 - - [27/May/2019:17:19:22 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/bt_open.png HTTP/1.1" 200 2044
178.197.225.204 - - [27/May/2019:17:19:22 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/tab_r_bottom.png HTTP/1.1" 200 1803
178.197.225.204 - - [27/May/2019:17:19:22 +0200] "GET /var/m_0/0d/0dd/12455/8883668-sp_heierling.jpg HTTP/1.1" 200 21582
178.197.225.204 - - [27/May/2019:17:19:22 +0200] "GET /var/m_0/0d/0dd/12455/8883686-sp_ewd.jpg HTTP/1.1" 200 53963
178.197.225.204 - - [27/May/2019:17:19:22 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/bt_close.png HTTP/1.1" 200 2150
178.197.225.204 - - [27/May/2019:17:19:23 +0200] "GET /templates/resellers/7/favicon.ico?v=1553540217 HTTP/1.1" 200 4286
178.197.225.204 - - [27/May/2019:17:19:35 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/respond.min.js?v=1519138530 HTTP/1.1" 200 1902
178.197.225.204 - - [27/May/2019:17:19:35 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/slide.js?v=1519138530 HTTP/1.1" 200 585
178.197.225.204 - - [27/May/2019:17:19:36 +0200] "GET /var/m_0/0d/0dd/12455/9114401-g6_SSL_Davos2017_16.jpg HTTP/1.1" 200 117505
178.197.225.204 - - [27/May/2019:17:19:36 +0200] "GET /var/m_0/0d/0dd/12455/125493-13_Kurse.JPG HTTP/1.1" 200 70517
178.197.225.204 - - [27/May/2019:17:19:36 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/tab_b_bottom.png HTTP/1.1" 200 962
178.197.225.204 - - [27/May/2019:17:19:37 +0200] "GET /var/m_0/0d/0dd/12455/8883620-logo_homepage_bootspruefung24_big.png HTTP/1.1" 200 7633
178.197.225.204 - - [27/May/2019:17:19:55 +0200] "GET /var/m_0/0d/0dd/12455/8010562-7_Plauschsegeln.JPG HTTP/1.1" 200 189182
178.197.225.204 - - [27/May/2019:17:19:55 +0200] "GET /var/m_0/0d/0dd/12455/125486-2_Sportkurs.JPG HTTP/1.1" 200 69000
178.197.225.204 - - [27/May/2019:17:19:55 +0200] "GET /var/m_0/0d/0dd/12455/125489-5_Pr%C3%BCfungskurs.JPG HTTP/1.1" 200 53669
178.197.225.204 - - [27/May/2019:17:19:55 +0200] "GET /var/m_0/0d/0dd/12455/125503-36_420er.jpg HTTP/1.1" 200 61172
178.197.225.204 - - [27/May/2019:17:20:10 +0200] "GET /var/m_0/0d/0dd/12455/125487-3_SKCrashkurs.JPG HTTP/1.1" 200 80503
178.197.225.204 - - [27/May/2019:17:20:10 +0200] "GET /var/m_0/0d/0dd/12455/126374-6_Schnupperkurs.JPG HTTP/1.1" 200 53584
178.197.225.204 - - [27/May/2019:17:20:11 +0200] "GET /templates/resellers/7/favicon.ico?v=1553706529 HTTP/1.1" 200 4286
178.197.225.204 - - [27/May/2019:17:20:50 +0200] "GET /kinder-segelkurs HTTP/1.1" 200 5225
178.197.225.204 - - [27/May/2019:17:21:29 +0200] "GET /templates/resellers/7/favicon.ico?v=1553706560 HTTP/1.1" 200 4286
178.197.225.204 - - [27/May/2019:17:23:25 +0200] "GET /kurse HTTP/1.1" 200 6441
178.197.225.204 - - [27/May/2019:17:26:58 +0200] "GET / HTTP/1.1" 200 6691
216.244.66.248 - - [27/May/2019:17:34:41 +0200] "GET /robots.txt HTTP/1.1" 301 617
216.244.66.248 - - [27/May/2019:17:34:44 +0200] "GET /robots.txt HTTP/1.1" 200 120
85.5.180.101 - - [27/May/2019:17:36:30 +0200] "GET /kurse HTTP/1.1" 200 6441
54.36.148.170 - - [27/May/2019:17:49:08 +0200] "GET /smartkat-crashkurs HTTP/1.1" 200 5630
